"UIC","Tray-ID","Date","Testing duration","Erasure technician","Final_Grade","Hardware test summary","Mandatory_Test","Mobile name","Market name","Device_Color","BQ_BatteryChargeRange","Mobile IMEI","Mobile IMEI2","_ro.imei.check","ChargingJack","CrackedLens","Fingerprint","FlashLight","HomeKey","PQ_BatteryBulging","PQ_BentonDevicebody","PQ_CrackDevicebody","PQ_DentDevicebody","PQ_HeadphoneJack_3.5mm","PQ_MissingParts","PQ_ScratchChromeSide","PQ_ScratchesBackpanel","PQ_ScratchesDisplay","PQ_ScreenCracked","PQ_Screen_Type","PowerKey","SIMTray","SilentKey","VolumeKey","Carrier signal test","Carrier signal sim 2 test","Wi-fi test","Bluetooth test","Microphone test","Speaker microphone test","Front microphone test","Headset microphone test","Speaker microphone front test","Receiver test","Headset test","Front camera test","Video test","Auto focus test","Camera flash test","Front camera flash test","Battery charging test","Headset test","Touch test","Proximity test","Compass test","Light test","Vibration test","Home key test","Volume keys test","Screen lock key test","Back key test","Recent/Menu key test","Screen test","Live call test","Live call sim 2 test","Screen damage test","Assisted front camera test","Fingerprint test","Multi-touch test","Face ID test","Auto rotation test","Infrared test","FM radio test","Product Version","Product Name","Operating system version","System manufacturer","System model","Mobile internal model","System serial","Operating system name","Total memory","Business name","Business location","Report ID","Rooted","Mobile internal model","FRP","FRP_Status","blancco_data.blancco_hardware_report.system.mdm_status","Operating system name","Operating system version","blancco_data.blancco_hardware_report.hardware_tests.auto_fingerprint","Device color","Disk capacity","AGPS test","Assisted camera test","Silent key test","Speaker test","_ro.ril.miui.imei0","Back camera test","Find My iPhone"
"93080714820","WHT1100","2023-08-26 09:48:09","00:03:29","sameer.bqc.ggn.100013","C","successful",,"GM1901","OnePlus 7","Black","10-49 %","869430044394392",,,"Successful","Successful","Successful","Successful","Successful","No","No","0","1","Yes","No","3","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1901","GM1901","06fea22d","Android","6GB",,,"119372231","Not rooted","GM1901","Locked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714878","WHT1100","2023-08-26 10:19:19","00:03:10","sameer.bqc.ggn.100013","C","successful",,"GM1901","OnePlus 7","Blue","10-49 %","869430049050916","869430049050908",,"Successful","Successful","Successful","Successful","Successful","No","No","5","1","No","No","3","2","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1901","GM1901","1955eb50","Android","6GB",,,"119372938","Not rooted","GM1901","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714716","WHT1996","2023-08-25 11:04:59","00:05:08","sameer.bqc.ggn.100013","B","successful",,"HD1901","OnePlus 7T","Blue","10-49 %","868539047970973","868539047970965",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","2","2","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","HD1901","HD1901","00e7db27","Android","8GB",,,"119297198","Not rooted","HD1901","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93070013958","WHT1799","2023-08-25 08:59:29","00:03:17","sameer.bqc.ggn.100013","C","failed",,"GM1911","OnePlus 7 Pro","Blue","50-80 %","865166043291296","865166043291288",,"Successful","Successful","Successful","Successful","Successful","No","No","0","1","Yes","No","3","3","4","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1911","GM1911","54f9d436","Android","12GB",,,"119289758","Not rooted","GM1911","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93080714667","WHT1996","2023-08-25 11:32:41","00:01:43","sameer.bqc.ggn.100013","B","successful",,"HD1901","OnePlus 7T","Blue","50-80 %","868539049961954","868539049961947",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","HD1901","HD1901","eb9c7a69","Android","8GB",,,"119298886","Not rooted","HD1901","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93081215084","WHT1446","2023-08-28 08:39:34","00:02:24","sameer.bqc.ggn.100013","B","successful",,"Redmi Note 8","Redmi Note 8","Black","81 %+","867510049846017","867510049846025",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","Yes","No","2","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","not available","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","successful","successful","5.0.2","Blancco Mobile Diagnostics and Erasure","11","Xiaomi","Redmi Note 8","Redmi Note 8","14f8127a","Android","4GB",,,"119445660","Not rooted","Redmi Note 8","Unlocked",,"Unlocked","Android","11",,,"64000000000","successful","successful",,"successful","867510049846017","successful",
"93081214920","WHT10106","2023-08-28 10:51:17","00:02:16","sameer.bqc.ggn.100013","B","successful",,"AC2001","OnePlus Nord","Gray","81 %+","865276043959055","865276043959048",,"Successful","Successful","Successful","Successful","Successful","No","No","0","1","No","No","3","2","1","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","07f2006e","Android","8GB",,,"119455287","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714702","WHT10009","2023-08-25 05:43:47","00:02:58","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Gray","50-80 %","865295059495010","865295059495002",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","3","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","f94aed69","Android","8GB",,,"119276293","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93081214917","WHT1446","2023-08-28 05:40:57","00:07:00","sameer.bqc.ggn.100013","D","failed",,"Redmi Note 8","Redmi Note 8","Black","10-49 %","867510045446119","867510045446127",,"Successful","Successful","Failed","Successful","Successful","No","No","0","0","Yes","No","2","3","2","No","Copy Folder","Failed","Failed","Successful","Failed","failed","failed","successful","successful","successful","successful",,"successful",,"failed","successful","successful","successful","successful","successful","not available","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","failed",,"failed","successful","successful","successful","successful","successful","successful","5.0.2","Blancco Mobile Diagnostics and Erasure","10","Xiaomi","Redmi Note 8","Redmi Note 8","134d4a56","Android","4GB",,,"119433418","Not rooted","Redmi Note 8","Locked",,"Unlocked","Android","10",,,"64000000000","failed","successful",,"successful","867510045446119","successful",
"93080714897","WHT10106","2023-08-28 10:22:01","00:04:27","sameer.bqc.ggn.100013","C","failed","Re-performed","AC2001","OnePlus Nord","Gray","50-80 %","865295056531171",,,"Successful","Successful","Successful","Successful","Successful","No","No","0","2","No","No","4","3","3","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","fba7aa7c","Android","8GB",,,"119453695","Not rooted","AC2001","Locked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714890","WHT10106","2023-08-28 11:18:07","00:05:51","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Blue","10-49 %","862202051454477","862202051454469",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","2","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","23d50ee9","Android","12GB",,,"119456848","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"256000000000","failed","successful",,"successful",,"successful",
"93081215002","WHT1446","2023-08-28 05:10:43","00:01:59","sameer.bqc.ggn.100013","B","successful",,"Redmi Note 8","Redmi Note 8","Blue","81 %+","860494046446153","860494046446161",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","Yes","No","2","2","4","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","not available","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","successful","successful","5.0.2","Blancco Mobile Diagnostics and Erasure","10","Xiaomi","Redmi Note 8","Redmi Note 8","8a99dc57","Android","4GB",,,"119431994","Not rooted","Redmi Note 8","Unlocked",,"Unlocked","Android","10",,,"64000000000","successful","successful",,"successful","860494046446153","successful",
"93081215070","WHT1446","2023-08-28 05:28:03","00:02:56","sameer.bqc.ggn.100013","C","failed",,"Redmi Note 8","Redmi Note 8","Blue","10-49 %","860494046574491","860494046574509",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","Yes","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","not available","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","successful","successful","successful","successful","successful","successful","5.0.2","Blancco Mobile Diagnostics and Erasure","11","Xiaomi","Redmi Note 8","Redmi Note 8","196a6b09","Android","4GB",,,"119432835","Not rooted","Redmi Note 8","Unlocked",,"Unlocked","Android","11",,,"64000000000","successful","successful",,"successful","860494046574491","successful",
"93070014073","WHT1799","2023-08-25 07:50:02","00:02:46","sameer.bqc.ggn.100013","D","failed",,"GM1911","OnePlus 7 Pro","Gray","81 %+","865166040572151","865166040572144",,"Successful","Successful","Successful","Successful","Successful","No","No","0","1","No","No","3","3","3","Yes","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","failed","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"not performed","successful","successful","failed","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1911","GM1911","2e50c7b5","Android","6GB",,,"119285111","Not rooted","GM1911","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714790","WHT1799","2023-08-25 07:19:59","00:02:12","sameer.bqc.ggn.100013","D","successful",,"GM1911","OnePlus 7 Pro","Blue","10-49 %","865166049722955","865166049722948",,"Successful","Successful","Successful","Successful","Successful","No","No","5","0","No","No","3","3","4","Yes","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1911","GM1911","4727298c","Android","8GB",,,"119283039","Not rooted","GM1911","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93080714717","WHT1996","2023-08-25 10:52:32","00:02:03","sameer.bqc.ggn.100013","C","failed",,"HD1901","OnePlus 7T","Gray","50-80 %","868539040101410","868539040101014",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","2","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"failed","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","failed","successful","successful","failed","successful","failed","successful","successful","successful","successful","successful","successful",,"successful","not available","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","10","OnePlus","HD1901","HD1901","360f5779","Android","8GB",,,"119296556","Not rooted","HD1901","Unlocked",,"Unlocked","Android","10",,,"128000000000","successful","successful",,"successful",,"successful",
"93080714760","WHT1996","2023-08-25 12:11:00","00:04:12","sameer.bqc.ggn.100013","C","failed",,"HD1901","OnePlus 7T","Blue","50-80 %","868539048755332","868539048755324","no","Successful","Successful","Successful","Successful","Successful","No","No","0","1","No","No","3","2","3","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","failed","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"failed","failed","successful","failed","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","11","OnePlus","HD1901","HD1901","0164ab9a","Android","8GB",,,"119301746","Not rooted","HD1901","Unlocked",,"Unlocked","Android","11",,,"256000000000","successful","successful",,"successful",,"successful",
"93070014383","WHT1799","2023-08-25 08:43:35","00:03:11","sameer.bqc.ggn.100013","D","successful",,"GM1911","OnePlus 7 Pro","Blue","81 %+","865166043218679","865166043218661",,"Successful","Successful","Successful","Successful","Successful","No","No","0","2","No","No","3","2","3","Yes","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1911","GM1911","28e50095","Android","12GB",,,"119288525","Not rooted","GM1911","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93070014267","WHT1799","2023-08-25 09:34:41","00:03:54","sameer.bqc.ggn.100013","D","failed",,"GM1911","OnePlus 7 Pro","Blue","50-80 %","865166043481632","865166043481624",,"Successful","Successful","Successful","Successful","Successful","No","No","0","1","No","No","3","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","failed","successful","not performed","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"not performed","successful","successful","failed","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1911","GM1911","0ab80fd3","Android","12GB",,,"119292143","Not rooted","GM1911","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93080214608","WHT1996","2023-08-25 12:43:34","00:03:07","sameer.bqc.ggn.100013","C","failed",,"HD1901","OnePlus 7T","Blue","50-80 %","868539042106813",,,"Successful","Successful","Successful","Successful","Successful","No","No","5","3","No","No","4","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","failed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","HD1901","HD1901","3935d8cf","Android","8GB",,,"119304754","Not rooted","HD1901","Locked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93080714701","WHT10009","2023-08-25 05:29:56","00:04:43","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Gray","81 %+","866801053927335","866801053927327","no","Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","2","3","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","11","OnePlus","AC2001","AC2001","b4fe9d01","Android","12GB",,,"119275522","Not rooted","AC2001","Unlocked",,"Unlocked","Android","11",,,"256000000000","successful","successful",,"successful",,"successful",
"93070013994","WHT1799","2023-08-25 07:34:38","00:02:24","sameer.bqc.ggn.100013","C","failed",,"GM1911","OnePlus 7 Pro","Blue","81 %+","865166046944719","865166046944701",,"Successful","Successful","Successful","Successful","Successful","No","No","4","2","No","No","3","3","4","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1911","GM1911","00e6787e","Android","8GB",,,"119284048","Not rooted","GM1911","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93080714689","WHT1996","2023-08-25 11:08:31","00:02:09","sameer.bqc.ggn.100013","B","successful",,"HD1901","OnePlus 7T","Gray","50-80 %","868539040251611","868539040251603","no","Successful","Successful","Successful","Successful","Successful","No","No","0","2","No","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","11","OnePlus","HD1901","HD1901","5aab3004","Android","8GB",,,"119297376","Not rooted","HD1901","Unlocked",,"Unlocked","Android","11",,,"128000000000","successful","successful",,"successful",,"successful",
"93080214632","WHT1996","2023-08-25 12:34:06","00:02:20","sameer.bqc.ggn.100013","D","successful",,"HD1901","OnePlus 7T","Gray","10-49 %","861894045659616","861894045659608",,"Successful","Successful","Successful","Successful","Successful","No","No","5","1","No","No","3","3","3","Yes","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","HD1901","HD1901","d93083e2","Android","8GB",,,"119303645","Not rooted","HD1901","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"91010001386","WHT1065","2023-08-26 07:41:15","00:06:43","sameer.bqc.ggn.100013","C","failed",,"iPhone 6 GSM+CDMA 16GB Space Gray","iPhone 6",,"81 %+","359310064144082",,,"Successful","Successful","Successful","Successful","Successful","No","No","0","2","Yes","No","3","3","4","No","Original Folder","Successful","Successful","Successful","Successful",,,"successful","successful",,"successful","successful",,"successful","successful",,"successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","successful","successful",,,"failed","successful",,"successful","failed","successful","successful","not available","successful",,,"4.15.1","Blancco Mobile Diagnostics and Erasure","12.5.7","Apple, Inc.","iPhone 6 GSM+CDMA 16GB Space Gray","MG472","DNPPVXRAG5MN","iOS","1GB",,,"119369658",,"MG472",,,"Unlocked","iOS","12.5.7","successful","Space Gray","16000000000","successful","successful","failed","successful",,"successful","Unlocked"
"93080714898","WHT1100","2023-08-26 12:52:28","00:02:54","sameer.bqc.ggn.100013","B","failed",,"GM1901","OnePlus 7","Gray","50-80 %","867254042166699","867254042166681",,"Successful","Successful","Successful","Successful","Successful","No","No","0","2","No","No","3","4","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"failed","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1901","GM1901","a09c20ce","Android","6GB",,,"119378517","Not rooted","GM1901","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93081215028","WHT1446","2023-08-28 06:06:33","00:05:29","sameer.bqc.ggn.100013","C","successful",,"Redmi Note 8","Redmi Note 8","Blue","10-49 %","867510046577235","867510046577243",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","Yes","No","3","3","2","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","successful","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","11","Xiaomi","Redmi Note 8","Redmi Note 8","1346eab4","Android","4GB",,,"119435051","Not rooted","Redmi Note 8","Locked",,"Unlocked","Android","11",,,"64000000000","successful","successful",,"successful","867510046577235","successful",
"93081214980","WHT10106","2023-08-28 12:29:57","00:05:27","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Blue","10-49 %","862202050408094","862202050408086",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","2","2","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","74df6d0b","Android","12GB",,,"119461730","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93081214971","WHT10106","2023-08-28 12:38:56","00:03:50","sameer.bqc.ggn.100013","B","failed",,"AC2001","OnePlus Nord","Gray","81 %+","865295052801537","865295052801529",,"Successful","Successful","Successful","Successful","Successful","No","No","0","0","No","No","3","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","failed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","AC2001","AC2001","9f27e2c4","Android","8GB",,,"119462666","Not rooted","AC2001","Unlocked",,"Unlocked","Android","12",,,"128000000000","successful","successful",,"successful",,"successful",
"93070014054","WHT1799","2023-08-25 09:41:51","00:04:57","sameer.bqc.ggn.100013","B","successful",,"GM1911","OnePlus 7 Pro","Blue","81 %+","865166048502036","865166048502028",,"Successful","Successful","Successful","Successful","Successful","No","No","0","1","No","No","3","3","3","No","Original Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful",,"successful","successful","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","12","OnePlus","GM1911","GM1911","def78f68","Android","8GB",,,"119292666","Not rooted","GM1911","Unlocked",,"Unlocked","Android","12",,,"256000000000","successful","successful",,"successful",,"successful",
"93080714737","WHT10009","2023-08-25 05:39:14","00:02:04","sameer.bqc.ggn.100013","C","failed",,"AC2001","OnePlus Nord","Gray","81 %+","866801051079758","866801051079741","no","Successful","Successful","Successful","Successful","Successful","No","No","0","1","No","No","3","3","2","No","Copy Folder","Successful","Successful","Successful","Successful","successful","successful","successful","successful","successful","successful",,"not performed",,"successful","not performed","successful","successful","successful","successful","not available","successful","not performed","successful","successful","successful","successful","successful","successful","successful","successful","successful","successful","failed","successful","successful",,"successful","failed","successful","successful","successful","not available","not performed","5.0.2","Blancco Mobile Diagnostics and Erasure","11","OnePlus","AC2001","AC2001","deff879a","Android","12GB",,,"119275984","Not rooted","AC2001","Unlocked",,"Unlocked","Android","11",,,"256000000000","successful","successful",,"successful",,"successful",
"91010001514","WHT1065","2023-08-26 07:27:25","00:07:05","sameer.bqc.ggn.100013","D","failed","Skiped","iPhone 6 GSM+CDMA 16GB Gold","iPhone 6",,"81 %+","359312067067872",,,"Successful","Successful","Successful","Successful","Successful","No","No","0","1","Yes","No","3","3","3","No","Original Folder","Successful","Successful","Successful","Successful",,,"successful","successful",,"successful","successful",,"successful","successful",,"successful","successful","successful","successful",,"successful",,"successful","successful","successful","successful","successful","successful","successful","successful",,,"failed","successful",,"not performed","successful","successful","successful","not available","successful",,,"4.15.1","Blancco Mobile Diagnostics and Erasure","12.5.7","Apple, Inc.","iPhone 6 GSM+CDMA 16GB Gold","MG492","C8QPX1V5G5MQ","iOS","1GB",,,"119369146",,"MG492",,,"Unlocked","iOS","12.5.7","successful","Gold","16000000000","successful","successful","successful","successful",,"successful","Unlocked"
"91010001675","WHT1065","2023-08-26 08:39:22",,"sameer.bqc.ggn.100013",,,,"iPhone 6 GSM+CDMA 16GB Gold","iPhone 6",,,"359226066712686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.0.2","Blancco Mobile Diagnostics and Erasure","12.5.2","Apple, Inc.","iPhone 6 GSM+CDMA 16GB Gold","MG492","C7JP60QXG5MQ","iOS","1GB",,,"119370815",,"MG492",,,"Unknown","iOS","12.5.2",,"Gold","16000000000",,,,,,,"Unlocked"
