UIC,Tray-ID,Date,Testing duration,Erasure technician,Final_Grade,Hardware test summary,Mandatory_Test,Mobile name,Market name,Device_Color,BQ_BatteryChargeRange,Mobile IMEI,Mobile IMEI2,_ro.imei.check,ChargingJack,CrackedLens,Fingerprint,FlashLight,HomeKey,PQ_BatteryBulging,PQ_BentonDevicebody,PQ_CrackDevicebody,PQ_DentDevicebody,PQ_HeadphoneJack_3.5mm,PQ_MissingParts,PQ_ScratchChromeSide,PQ_ScratchesBackpanel,PQ_ScratchesDisplay,PQ_ScreenCracked,PQ_Screen_Type,PowerKey,SIMTray,SilentKey,VolumeKey,Carrier signal test,Carrier signal sim 2 test,Wi-fi test,Bluetooth test,Microphone test,Speaker microphone test,Front microphone test,Headset microphone test,Speaker microphone front test,Receiver test,Headset test,Front camera test,Video test,Auto focus test,Camera flash test,Front camera flash test,Battery charging test,Headset test,Touch test,Proximity test,Compass test,Light test,Vibration test,Home key test,Volume keys test,Screen lock key test,Back key test,Recent/Menu key test,Screen test,Live call test,Live call sim 2 test,Screen damage test,Assisted front camera test,Fingerprint test,Multi-touch test,Face ID test,Auto rotation test,Infrared test,FM radio test,Product Version,Product Name,Operating system version,System manufacturer,System model,Mobile internal model,System serial,Operating system name,Total memory,Business name,Business location,Report ID,Rooted,Mobile internal model,FRP,FRP_Status,blancco_data.blancco_hardware_report.system.mdm_status,Operating system name,Operating system version,blancco_data.blancco_hardware_report.hardware_tests.auto_fingerprint,Device color,Disk capacity,AGPS test,Assisted camera test,Silent key test,Speaker test,_ro.ril.miui.imei0,Back camera test
92100004685,WHT1338,4/1/2023 10:01,0:05:38,deepankar,C,failed,,Redmi Note 7S,Redmi Note 7S,Black,81 %+,860389048713859,860389048713867,,Successful,Successful,Successful,Successful,Successful,No,No,2,0,Yes,No,4,3,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,failed,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,e57862f,Android,4GB,,,98400560,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,860389048713859,successful
92100004719,WHT1338,4/1/2023 6:36,0:01:33,dealsdray.mohd.ali,A,successful,,M2003J15SC,Redmi Note 9,Green,81 %+,860846054609073,860846054609081,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,0,1,2,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,11,Redmi,M2003J15SC,M2003J15SC,20aac3980410,Android,4GB,,,98391420,Not rooted,M2003J15SC,Unlocked,,Unlocked,Android,11,,,,successful,successful,,successful,860846054609073,successful
92100004558,WHT1338,4/1/2023 7:17,0:03:09,dealsdray.mohd.aleem,A,successful,,Redmi Note 7S,Redmi Note 7S,Blue,81 %+,865230045282602,865230045282610,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,2,2,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,10e1491a,Android,4GB,,,98393108,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,865230045282602,successful
92100004693,WHT1338,4/1/2023 9:09,0:01:36,dealsdray.mohd.ali,C,successful,,Redmi Note 8 Pro,Redmi Note 8 pro,Silver,10-49 %,866566048047230,866566048047248,,Successful,Successful,Successful,Successful,Successful,No,No,0,1,Yes,No,2,0,3,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,,,successful,,successful,successful,successful,successful,not available,successful,,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,11,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,twskb6hqkfssssfm,Android,6GB,,,98398250,Not rooted,Redmi Note 8 Pro,Unlocked,,Unlocked,Android,11,,,128000000000,successful,successful,,successful,866566048047230,successful
92100004668,WHT1338,4/1/2023 10:22,1:59:25,deepankar,B,successful,,Redmi Note 7S,Redmi Note 7S,Black,81 %+,865230042383502,865230042383510,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,0,0,4,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,102bb1c9,Android,4GB,,,98401398,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,865230042383502,successful
92100004555,WHT1338,4/1/2023 11:06,0:02:56,dilip,A,successful,,Redmi Note 7S,Redmi Note 7S,Red,81 %+,860389047347758,860389047347766,,Successful,Successful,Successful,Successful,Successful,No,No,0,2,Yes,No,0,1,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,10,xiaomi,Redmi Note 7S,Redmi Note 7S,8b42ded1,Android,3GB,,,98403112,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,32000000000,successful,successful,,successful,860389047347758,successful
92100004709,WHT1338,4/1/2023 12:24,0:01:16,dealsdray.mohd.ali,C,failed,,Redmi Note 8 Pro,Redmi Note 8 pro,Green,10-49 %,867974046153779,867974046153787,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,1,2,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,,,successful,,successful,successful,successful,successful,not available,successful,,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,11,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,zdxcgak76tro5975,Android,6GB,,,98406340,Not rooted,Redmi Note 8 Pro,Unlocked,,Unlocked,Android,11,,,128000000000,failed,successful,,successful,867974046153779,successful
92100004573,WHT1338,4/1/2023 13:01,0:02:16,dilip,A,successful,,Redmi Note 7S,Redmi Note 7S,Blue,81 %+,864356046211752,864356046211760,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,1,1,2,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,fe442a3,Android,4GB,,,98408227,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,864356046211752,successful
92100004713,WHT1338,4/1/2023 12:46,0:06:19,dealsdray.mohd.aleem,C,successful,,Redmi Note 8 Pro,Redmi Note 8 pro,White,81 %+,862298044949037,862298044949045,,Successful,Successful,Successful,Successful,Successful,No,No,0,1,Yes,No,5,1,1,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,10,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,qofmyxey69gy95fm,Android,6GB,,,98407269,Not rooted,Redmi Note 8 Pro,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,862298044949037,successful
92100004656,WHT1338,4/1/2023 12:49,0:03:09,deepankar,B,successful,,Redmi Note 7S,Redmi Note 7S,Black,81 %+,865230048189465,865230048189473,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,3,0,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,11c055e8,Android,4GB,,,98407464,Not rooted,Redmi Note 7S,Locked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,865230048189465,successful
92100004564,WHT1338,5/1/2023 5:05,0:01:58,dealsdray.mohd.ali,B,successful,,Redmi Note 8 Pro,Redmi Note 8 pro,Silver,10-49 %,867974043855871,867974043855889,,Successful,Successful,Successful,Successful,Successful,No,No,0,1,Yes,No,4,0,1,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,11,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,7lw87hkru4pjo79d,Android,6GB,,,98478175,Not rooted,Redmi Note 8 Pro,Unlocked,,Unlocked,Android,11,,,,successful,successful,,successful,867974043855871,successful
92100004589,WHT1338,4/1/2023 5:10,0:03:06,dilip,A,successful,,Redmi Note 9 Pro,Redmi Note 9S,Green,50-80 %,863118041183753,863118041183761,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,0,0,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,11,Redmi,Redmi Note 9 Pro,Redmi Note 9 Pro,854ceb98,Android,4GB,,,98388276,Not rooted,Redmi Note 9 Pro,Unlocked,,Unlocked,Android,11,,,64000000000,successful,successful,,successful,863118041183753,successful
92100004876,WHT1338,4/1/2023 5:03,0:00:00,dealsdray.mohd.aleem,B,successful,,Redmi Note 7S,Redmi Note 7S,Blue,81 %+,860389042567954,860389042567962,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,3,3,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,3cd6c4fa,Android,3GB,,,98388046,Not rooted,Redmi Note 7S,Locked,,Unlocked,Android,10,,,32000000000,successful,successful,,successful,860389042567954,successful
92100004585,WHT1338,4/1/2023 9:02,,dealsdray.mohd.aleem,,,Re-performed,Redmi Note 7S,Redmi Note 7S,Blue,81 %+,860389046341836,860389046341844,,Successful,Successful,Successful,Successful,Successful,No,No,0,2,Yes,No,4,3,2,No,Original Folder,Successful,Failed,Successful,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13.1,Blancco Eraser for Apple Devices,9,Xiaomi,Redmi Note 7S,Redmi Note 7S,8a24c499,Android,3GB,,,98397974,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,9,,,32000000000,,,,,860389046341836,
92100004569,WHT1338,4/1/2023 9:18,0:01:34,dealsdray.mohd.ali,C,successful,,Redmi Note 8 Pro,Redmi Note 8 pro,Black,81 %+,861762042378433,861762042378441,,Successful,Successful,Successful,Successful,Successful,No,No,2,2,Yes,No,4,1,5,No,Copy Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,11,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,vweazpo7nje6pzrk,Android,6GB,,,98398673,Not rooted,Redmi Note 8 Pro,Locked,,Unlocked,Android,11,,,128000000000,successful,successful,,successful,861762042378433,successful
92100004846,WHT1338,4/1/2023 10:01,0:03:42,pp.sunil.sharma,B,successful,,Redmi Note 9 Pro Max,Redmi Note 9 Pro Max,Golden,50-80 %,867496044728238,867496044728246,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,2,3,2,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,11,Redmi,Redmi Note 9 Pro Max,Redmi Note 9 Pro Max,ecd90e84,Android,6GB,,,98400590,Not rooted,Redmi Note 9 Pro Max,Unlocked,,Unlocked,Android,11,,,64000000000,successful,successful,,successful,867496044728238,successful
92100004599,WHT1338,4/1/2023 9:22,0:11:14,deepankar,B,successful,,Redmi Note 7S,Redmi Note 7S,Blue,81 %+,865179047288499,865179047288507,,Successful,Successful,Successful,Successful,Successful,No,No,2,0,Yes,No,0,2,4,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,1040fc85,Android,4GB,,,98398889,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,865179047288499,successful
92100004729,WHT1338,4/1/2023 11:13,0:10:59,dealsdray.mohd.aleem,D,failed,,Redmi Note 8 Pro,Redmi Note 8 pro,White,81 %+,867965044245153,867965044245161,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,3,1,10,Yes,Copy Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,failed,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,11,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,z965u8e67daejnjj,Android,6GB,,,98403345,Not rooted,Redmi Note 8 Pro,Unlocked,,Unlocked,Android,11,,,128000000000,successful,successful,,successful,867965044245153,successful
92100004723,WHT1338,4/1/2023 11:18,0:07:16,dealsdray.mohd.aleem,A,successful,,Redmi Note 8 Pro,Redmi Note 8 pro,Green,81 %+,866566041150353,866566041150361,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,2,1,2,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,11,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,ay85fe5llnrgi74d,Android,6GB,,,98403560,Not rooted,Redmi Note 8 Pro,Unlocked,,Unlocked,Android,11,,,128000000000,successful,successful,,successful,866566041150353,successful
92100004572,WHT1338,4/1/2023 12:13,0:09:12,dealsdray.mohd.aleem,B,successful,,Redmi Note 8 Pro,Redmi Note 8 pro,White,81 %+,867974044582474,867974044582482,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,4,4,4,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,10,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,pzz9zhz5ucemswof,Android,6GB,,,98405870,Not rooted,Redmi Note 8 Pro,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,867974044582474,successful
92100004598,WHT1338,4/1/2023 12:56,0:01:58,dealsdray.mohd.ali,D,successful,,Redmi Note 8 Pro,Redmi Note 8 pro,Black,50-80 %,867965045433071,867965045433089,,Successful,Successful,Successful,Successful,Successful,No,No,5,0,Yes,No,1,0,9,Yes,Copy Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,11,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,dybenzduibcunzzx,Android,6GB,,,98407887,Not rooted,Redmi Note 8 Pro,Unlocked,,Unlocked,Android,11,,,64000000000,successful,successful,,successful,867965045433071,successful
92100004601,WHT1338,5/1/2023 5:19,0:03:04,dilip,B,successful,,Redmi Note 7S,Redmi Note 7S,Red,81 %+,861067045464556,861067045464564,,Successful,Successful,Successful,Successful,Successful,No,No,0,3,Yes,No,0,0,2,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,d157c4b3,Android,3GB,,,98478972,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,32000000000,successful,successful,,successful,861067045464556,successful
92100004561,WHT1338,4/1/2023 8:42,0:08:21,pp.sunil.sharma,C,failed,,Redmi Note 9 Pro Max,Redmi Note 9 Pro Max,Blue,10-49 %,865447040848613,865447040848621,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,3,4,4,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,failed,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,11,Redmi,Redmi Note 9 Pro Max,Redmi Note 9 Pro Max,de532c55,Android,8GB,,,98396980,Not rooted,Redmi Note 9 Pro Max,Unlocked,,Unlocked,Android,11,,,128000000000,successful,successful,,successful,865447040848613,successful
92100004553,WHT1338,4/1/2023 9:18,0:04:16,pp.sunil.sharma,B,failed,,Redmi Note 9 Pro Max,Redmi Note 9 Pro Max,Blue,50-80 %,867799046169776,867799046169784,,Successful,Successful,Successful,Successful,Successful,No,No,2,0,Yes,No,4,3,2,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,11,Redmi,Redmi Note 9 Pro Max,Redmi Note 9 Pro Max,701e59e4,Android,6GB,,,98398671,Not rooted,Redmi Note 9 Pro Max,Unlocked,,Unlocked,Android,11,,,64000000000,successful,failed,,successful,867799046169776,successful
92100004547,WHT1338,4/1/2023 7:35,0:00:00,pp.sunil.sharma,D,failed,,Redmi Note 9 Pro Max,Redmi Note 9 Pro Max,Blue,50-80 %,867496042071771,867496042071789,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,3,3,3,No,Original Folder,Successful,Successful,Successful,Successful,successful,not performed,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,failed,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,11,Redmi,Redmi Note 9 Pro Max,Redmi Note 9 Pro Max,def6e9a1,Android,6GB,,,98393915,Not rooted,Redmi Note 9 Pro Max,Unlocked,,Unlocked,Android,11,,,128000000000,successful,successful,,successful,867496042071771,successful
92100004726,WHT1338,4/1/2023 8:02,0:03:09,dilip,C,failed,,Redmi Note 7S,Redmi Note 7S,Blue,81 %+,865230046085426,865230046085434,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,0,0,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,failed,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,10c02d2d,Android,4GB,,,98395130,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,865230046085426,successful
92100004754,WHT1338,4/1/2023 5:30,0:01:50,dealsdray.mohd.ali,A,successful,,M2003J15SC,Redmi Note 9,Green,81 %+,860846058666038,860846058666046,,Successful,Successful,Successful,Successful,Successful,No,No,0,2,Yes,No,1,1,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,11,Redmi,M2003J15SC,M2003J15SC,1dce2cc50405,Android,4GB,,,98388910,Not rooted,M2003J15SC,Unlocked,,Unlocked,Android,11,,,64000000000,successful,successful,,successful,860846058666038,successful
92100004688,WHT1338,4/1/2023 6:18,0:06:56,dealsdray.mohd.aleem,A,successful,,Redmi Note 7S,Redmi Note 7S,Blue,81 %+,865179044983811,865179044983829,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,2,0,1,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,9,Xiaomi,Redmi Note 7S,Redmi Note 7S,1048fa2d,Android,4GB,,,98390668,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,9,,,64000000000,successful,successful,,successful,865179044983811,successful
92100004678,WHT1338,4/1/2023 9:49,0:04:43,dilip,A,successful,,Redmi Note 7S,Redmi Note 7S,Black,50-80 %,865179043576137,865179043576145,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,1,0,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,9,Xiaomi,Redmi Note 7S,Redmi Note 7S,f10de3b,Android,3GB,,,98400048,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,9,,,32000000000,successful,successful,,successful,865179043576137,successful
92100004716,WHT1338,4/1/2023 12:44,0:01:30,dealsdray.mohd.ali,C,failed,,Redmi Note 8 Pro,Redmi Note 8 pro,Silver,50-80 %,867965043229711,867965043229729,,Successful,Successful,Successful,Successful,Successful,No,No,0,1,Yes,No,3,1,4,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,failed,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,11,Redmi,Redmi Note 8 Pro,Redmi Note 8 Pro,d6vwwchixs8htsug,Android,6GB,,,98407177,Not rooted,Redmi Note 8 Pro,Unlocked,,Unlocked,Android,11,,,128000000000,successful,successful,,successful,867965043229711,successful
92100004532,WHT1338,4/1/2023 5:11,0:02:26,dealsdray.mohd.ali,C,successful,,M2003J15SC,Redmi Note 9,Blue,10-49 %,860862044362137,860862044362145,,Successful,Successful,Successful,Successful,Successful,No,No,1,2,Yes,No,1,2,3,No,Copy Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.14,Blancco Mobile Diagnostics and Erasure,11,Redmi,M2003J15SC,M2003J15SC,05d70ca60405,Android,4GB,,,98388301,Not rooted,M2003J15SC,Unlocked,,Unlocked,Android,11,,,128000000000,successful,successful,,successful,860862044362137,successful
92100004733,WHT1338,4/1/2023 5:48,0:07:02,dealsdray.mohd.aleem,B,successful,,Redmi Note 7S,Redmi Note 7S,Blue,81 %+,865230048362161,865230048362179,,Successful,Successful,Successful,Successful,Successful,No,No,0,0,Yes,No,2,4,3,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13.1,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,11ac9737,Android,4GB,,,98389572,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,64000000000,successful,successful,,successful,865230048362161,successful
92100004712,WHT1338,4/1/2023 7:05,0:09:28,deepankar,D,failed,,Redmi Note 7S,Redmi Note 7S,Black,81 %+,864356041881914,864356041881922,,Successful,Successful,Successful,Successful,Successful,No,Yes,0,0,Yes,Yes,0,3,0,No,Original Folder,Successful,Successful,Successful,Successful,successful,successful,successful,successful,successful,successful,,successful,,successful,successful,successful,successful,successful,successful,not available,successful,successful,successful,successful,successful,successful,successful,successful,failed,successful,successful,successful,successful,successful,successful,,successful,successful,successful,not available,successful,successful,successful,4.13,Blancco Eraser for Apple Devices,10,Xiaomi,Redmi Note 7S,Redmi Note 7S,2370deec,Android,3GB,,,98392643,Not rooted,Redmi Note 7S,Unlocked,,Unlocked,Android,10,,,32000000000,successful,successful,,successful,864356041881914,successful
